timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-06-16T11:31:41,codecarbon,c99b8545-b1d2-47c0-a7d2-99edb4d77e15,3.7577059268951416,3.2969009400947785e-06,0.0008773706629083,42.5,9.077,5.917880058288574,4.4350054860115054e-05,9.439428251981734e-06,6.154170344171916e-06,5.99436534562687e-05,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
2022-06-16T12:23:11,codecarbon,8b5d775e-b261-4e8b-9d26-66778241f4df,4.099897861480713,4.219691436395642e-06,0.0010292186729919,42.5,19.038,5.917880058288574,4.839026828606924e-05,2.161306599497796e-05,6.718328198873564e-06,7.672166247992076e-05,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
2022-06-16T12:41:26,codecarbon,90db6afd-a932-460f-b1af-311a452bd94d,31.68889093399048,2.9421137052613e-05,0.0009284369438456,42.5,9.727000000000002,5.917880058288574,0.0003739750572376,0.0001092398799047,5.171482745056494e-05,0.0005349297645929,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
2022-06-16T15:09:39,codecarbon,b2c08242-6e0e-49e0-a8e5-af8c4b066842,7.2415783405303955,6.209157045028004e-06,0.0008574314538967,42.5,7.757000000000001,5.917880058288574,8.546726852655411e-05,1.5558459475570258e-05,1.1868036452930254e-05,0.000112893764455,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
2022-06-16T15:16:50,codecarbon,4d747960-abab-4c90-89b9-ae9aaa9759f5,16.345877170562744,1.579749552847135e-05,0.0009664513787562,42.5,4.386,5.917880058288574,0.0001928305356038,6.761187943710222e-05,2.678477638575544e-05,0.0002872271914267,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
2022-06-16T15:18:45,codecarbon,d7232320-70b2-4cb2-8170-41f3c2a23659,6.854030847549439,5.560017285379141e-06,0.000811204006671,42.5,4.735,5.917880058288574,8.086840907732647e-05,8.988651440209813e-06,1.1234162852993563e-05,0.0001010912233705,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
2022-06-16T16:11:12,codecarbon,77898411-7328-447a-9e5c-245797a776b9,4.618975877761841,3.943418562744183e-06,0.0008537430519457,42.5,7.51,5.917880058288574,5.45295763346884e-05,9.602317065662808e-06,7.566625922270304e-06,7.169851932262152e-05,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
2022-06-16T16:21:45,codecarbon,7f8a322f-b103-43ec-94db-43c740618c61,3.950566053390503,3.37698115346423e-06,0.0008548094394133,42.5,7.588,5.917880058288574,4.663862701919344e-05,8.293180270989737e-06,6.4678500455301e-06,6.139965733571327e-05,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
2022-06-16T16:22:09,codecarbon,6ef53283-ccfa-4206-8296-5bc782245921,4.1266984939575195,3.526789871962857e-06,0.0008546274648188926,42.5,7.6000000000000005,5.917880058288574,4.8717968331442945e-05,8.661245478524102e-06,6.744238407539455e-06,6.412345221750649e-05,France,FRA,,,,Windows-10-10.0.19044-SP0,3.9.12,12,Intel(R) Core(TM) i5-10500H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,,,15.781013488769531,machine,N
